Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,severity_description,weather_description,location_description,vehicle_type_description,engine_size_description,driver_sex_description,casualty_severity_description,casualty_type_description
AID0057,2023-04-29,S,RJ,Moderate,Clear,Loc136,0305,Daylight,Bus,Model46,2087,M,22,2,Slight,53,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0058,2023-08-03,M,CG,Moderate,Clear,Loc161,1631,Night,Bus,Model21,1028,M,27,17,Slight,33,F,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0059,2023-04-13,F,HP,Minor,Clear,Loc131,1630,Twilight,Bus,Model21,2332,M,54,5,Serious,49,F,Working,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0060,2023-11-03,W,UK,Severe,Clear,Loc25,0925,Daylight,Car,Model42,2977,F,53,0,Slight,32,F,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0061,2022-01-07,F,MH,Moderate,Rain,Loc96,0941,Night,Motorcycle,Model48,2220,F,68,3,Fatal,17,F,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0062,2023-05-24,S,DL,Minor,Fog,Loc174,1409,Twilight,Bus,Model49,2377,F,26,7,Serious,62,F,Upper,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0063,2022-04-06,F,AS,Moderate,Rain,Loc111,1624,Daylight,Bus,Model50,830,F,59,12,Fatal,59,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0064,2022-07-08,T,RJ,Minor,Clear,Loc70,1507,Twilight,Truck,Model28,1237,M,61,4,Slight,68,F,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0065,2022-09-20,M,KA,Severe,Storm,Loc35,0235,Night,Car,Model13,1391,M,64,11,Fatal,34,M,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0066,2022-06-27,S,MH,Minor,Storm,Loc188,1058,Night,Truck,Model34,2205,M,54,5,Fatal,31,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0067,2023-04-29,M,RJ,Minor,Snow,Loc134,0446,Night,Motorcycle,Model9,2277,F,23,12,Fatal,56,M,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0068,2022-02-17,W,KL,Moderate,Fog,Loc112,1143,Daylight,Bus,Model39,2093,F,58,10,Fatal,60,M,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0069,2023-11-20,S,PB,Severe,Rain,Loc103,1628,Night,Truck,Model44,1918,M,59,14,Slight,10,M,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0070,2023-12-19,S,MZ,Minor,Snow,Loc76,1102,Twilight,Bus,Model28,1606,M,50,14,Slight,78,F,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0071,2023-06-29,M,HP,Moderate,Storm,Loc114,1142,Night,Car,Model25,2870,F,57,20,Slight,27,F,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0072,2023-11-09,S,UP,Moderate,Clear,Loc55,1943,Daylight,Motorcycle,Model3,2204,M,37,6,Slight,32,M,Middle,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0073,2023-12-18,W,MN,Moderate,Clear,Loc127,2206,Night,Bus,Model21,1204,M,22,9,Fatal,80,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0074,2023-09-01,W,NL,Moderate,Clear,Loc169,2256,Daylight,Truck,Model28,2174,M,36,11,Fatal,56,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0075,2022-06-16,M,GJ,Severe,Snow,Loc49,1257,Twilight,Truck,Model39,925,M,24,15,Fatal,1,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0076,2023-01-28,T,UK,Severe,Fog,Loc191,0824,Twilight,Truck,Model24,2459,M,56,18,Slight,47,F,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0077,2023-11-27,S,OD,Moderate,Rain,Loc34,1846,Twilight,Truck,Model17,1677,M,22,19,Serious,4,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0078,2022-10-05,F,TR,Minor,Fog,Loc4,0425,Daylight,Motorcycle,Model47,1033,F,28,2,Serious,39,M,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0079,2022-12-30,S,HP,Severe,Fog,Loc12,0219,Night,Bus,Model2,1510,F,60,19,Serious,35,F,Working,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0080,2023-07-10,W,PB,Minor,Storm,Loc107,1953,Daylight,Car,Model33,1754,M,65,19,Slight,3,F,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0081,2023-10-05,M,MN,Severe,Snow,Loc109,0839,Twilight,Bus,Model38,1631,M,42,5,Slight,61,M,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0082,2023-09-16,T,UP,Minor,Snow,Loc89,0954,Night,Car,Model21,1694,M,66,1,Fatal,4,F,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0083,2023-09-22,W,MP,Moderate,Rain,Loc170,0631,Daylight,Motorcycle,Model33,906,F,37,17,Serious,58,M,Working,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0084,2023-06-29,S,UP,Moderate,Snow,Loc101,1129,Night,Bus,Model41,1616,M,28,10,Slight,13,F,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0085,2022-02-10,M,BR,Moderate,Clear,Loc39,1402,Daylight,Bus,Model43,1220,M,28,17,Fatal,1,M,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0086,2022-03-30,T,DL,Moderate,Snow,Loc132,0239,Twilight,Truck,Model34,1574,F,43,11,Slight,14,M,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0087,2023-12-05,T,MN,Minor,Fog,Loc132,1725,Night,Motorcycle,Model47,2987,F,48,18,Serious,44,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0088,2023-02-12,M,CG,Minor,Rain,Loc165,1406,Daylight,Car,Model32,992,F,65,14,Slight,24,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
